Ticker,DTYYYYMMDD,OpenFixed,HighFixed,LowFixed,CloseFixed,Volume
TM,19971001,61.25,61.375,60.875,61.375,20700
TM,19971002,60.625,60.625,60.375,60.625,6100
TM,19971003,60.875,60.875,60.375,60.625,16300
TM,19971006,60.875,61.0,60.75,61.0,6300
TM,19971007,60.0,60.0,59.625,59.625,4100
TM,19971008,60.625,61.0,60.5,60.5,2900
TM,19971009,60.375,60.75,60.375,60.75,8500
TM,19971010,60.5,60.875,60.5,60.5,4200
TM,19971013,60.5,60.875,60.5,60.875,2500
TM,19971014,61.0,61.0,60.75,61.0,10400
TM,19971015,62.75,63.0,62.625,63.0,19200
TM,19971016,65.0,65.0,64.125,64.125,46800
TM,19971017,64.875,65.0,64.0,64.5,30300
TM,19971020,63.125,63.625,63.125,63.625,13900
TM,19971021,63.375,63.75,63.375,63.75,9100
TM,19971022,63.875,63.875,62.875,63.375,14000
TM,19971023,60.0,60.125,58.875,59.125,63500
TM,19971024,60.25,60.5,59.6875,59.6875,45400
TM,19971027,59.5,59.75,57.125,57.25,49000
TM,19971028,56.875,60.25,56.75,60.1875,81700
TM,19971029,59.5,59.75,58.875,59.25,24700
TM,19971030,57.25,57.25,56.0,56.0,38200
TM,19971031,56.0,56.5,56.0,56.25,17400
TM,19971103,56.375,57.75,56.25,57.75,44100
TM,19971104,55.0,55.375,54.375,54.75,28600
TM,19971105,53.875,53.875,53.625,53.75,47900
TM,19971106,54.0,54.0,53.75,54.0,7900
TM,19971107,52.5,52.5,51.75,52.375,27700
TM,19971110,52.5,53.25,52.5,52.875,22800
TM,19971111,53.375,53.5,53.0,53.5,7300
TM,19971112,52.75,52.75,51.875,51.875,18800
TM,19971113,53.25,53.625,52.75,53.625,30400
TM,19971114,51.75,53.625,51.75,53.4375,49200
TM,19971117,54.75,54.875,54.375,54.375,16900
TM,19971118,55.0,55.0,53.875,54.25,19700
TM,19971119,53.0,53.75,52.875,53.75,19500
TM,19971120,54.625,55.25,54.125,55.25,10000
TM,19971121,57.0,57.0,53.875,54.9375,138700
TM,19971124,54.375,54.875,54.0,54.25,34200
TM,19971125,54.125,55.5,54.125,55.125,49000
TM,19971126,56.0,56.875,56.0,56.75,66700
TM,19971128,57.5,57.625,57.25,57.375,10400
TM,19971201,57.875,58.0,57.375,57.875,14800
TM,19971202,57.5,57.75,57.375,57.375,8400
TM,19971203,56.875,57.0,56.5,56.875,21500
TM,19971204,56.375,56.375,55.875,56.0,4500
TM,19971205,56.5,56.875,56.5,56.75,17300
TM,19971208,56.0,56.375,55.875,56.125,7600
TM,19971209,57.125,57.25,56.875,57.125,48900
TM,19971210,57.875,57.875,57.125,57.125,26800
TM,19971211,56.625,56.75,56.125,56.75,31100
TM,19971212,56.25,56.375,55.875,56.25,27500
TM,19971215,57.0,57.375,56.75,57.25,13200
TM,19971216,55.875,56.125,55.625,55.875,28000
TM,19971217,57.59375,57.59375,56.9375,56.9375,27700
TM,19971218,57.25,57.25,55.375,55.75,40000
TM,19971219,55.375,55.75,55.0,55.5,20400
TM,19971222,53.625,53.9375,53.25,53.9375,43300
TM,19971223,53.6875,54.125,53.625,54.0,9700
TM,19971224,54.5,54.875,54.5,54.5,1800
TM,19971226,56.625,56.625,56.25,56.375,3500
TM,19971229,57.375,57.375,56.875,57.25,5400
TM,19971230,57.375,57.875,57.375,57.75,8800
TM,19971231,57.75,57.875,57.375,57.375,8500
TM,19980102,57.0,57.5,57.0,57.5,81700
TM,19980105,54.875,54.875,54.5625,54.5625,18100
TM,19980106,54.5,54.875,54.5,54.625,7200
TM,19980107,55.875,55.875,55.3125,55.625,33600
TM,19980108,55.625,55.625,55.0,55.5625,14000
TM,19980109,55.625,55.9375,54.875,55.125,23200
TM,19980112,54.75,55.6875,54.75,55.6875,55000
TM,19980113,55.125,55.8125,55.125,55.8125,4500
TM,19980114,56.875,56.875,56.25,56.5,10900
TM,19980115,56.75,56.75,56.25,56.25,8000
TM,19980116,58.875,59.625,58.75,58.75,26100
TM,19980120,58.75,58.75,58.25,58.75,14000
TM,19980121,58.75,58.75,58.125,58.5,5100
TM,19980122,56.75,57.25,56.625,56.625,4200
TM,19980123,58.0,58.125,57.375,57.625,8700
TM,19980126,57.625,58.25,57.625,57.75,9800
TM,19980127,57.125,57.25,56.625,57.0,8200
TM,19980128,56.625,56.6875,55.875,56.6875,20600
TM,19980129,56.25,57.0,56.25,56.25,8400
TM,19980130,56.25,56.25,55.5,56.25,14300
TM,19980202,56.5,57.25,56.125,57.25,15300
TM,19980203,57.1875,57.1875,56.5,56.9375,6900
TM,19980204,56.5,56.75,56.375,56.5625,13900
TM,19980205,57.0,57.0625,56.4375,57.0,6000
TM,19980206,56.0,56.125,55.4375,56.0,7500
TM,19980209,55.9375,55.9375,55.5,55.9375,7600
TM,19980210,55.5,56.125,55.5,56.125,19900
TM,19980211,56.125,56.3125,55.5,56.3125,14500
TM,19980212,55.0,55.75,55.0,55.625,6100
TM,19980213,53.125,53.625,53.125,53.625,72000
TM,19980217,53.375,54.125,53.375,53.75,6300
TM,19980218,53.625,53.75,53.0,53.75,11500
TM,19980219,52.8125,52.875,52.625,52.875,30700
TM,19980220,53.0625,53.0625,52.5,52.5,20000
TM,19980223,52.25,52.3125,52.0,52.3125,10200
TM,19980224,51.6875,52.5,51.5,52.5,47600
TM,19980225,52.25,52.75,52.25,52.5,8400
TM,19980226,53.5,54.5,53.1875,54.5,29200
TM,19980227,54.75,55.375,54.75,54.875,39400
TM,19980302,55.875,55.875,55.125,55.5,9700
TM,19980303,54.875,55.0,54.6875,55.0,9600
TM,19980304,55.375,55.375,55.0,55.25,14500
TM,19980305,54.25,54.875,54.25,54.625,15800
TM,19980306,54.9375,55.0,54.3125,54.5,16700
TM,19980309,54.625,54.875,54.4375,54.875,6500
TM,19980310,54.0,54.0,53.5,53.9375,19700
TM,19980311,51.75,52.125,51.5,52.0,34400
TM,19980312,51.625,51.9375,51.375,51.6875,18100
TM,19980313,52.0,53.25,52.0,53.1875,33500
TM,19980316,53.0,53.5625,53.0,53.5625,5600
TM,19980317,52.875,53.4375,52.75,53.0625,10300
TM,19980318,51.5,51.75,51.0,51.75,24200
TM,19980319,51.8125,51.875,51.5625,51.6875,18900
TM,19980320,51.5,51.875,51.5,51.875,15100
TM,19980323,51.4375,51.4375,50.8125,51.25,36300
TM,19980324,51.25,51.625,51.0,51.625,25800
TM,19980325,51.375,51.75,50.875,51.5,81600
TM,19980326,52.0,53.4375,52.0,53.4375,66500
TM,19980327,52.625,52.875,52.125,52.75,19200
TM,19980330,51.0,51.5,51.0,51.375,23700
TM,19980331,53.0,53.3125,52.6875,52.75,29400
TM,19980401,52.75,52.875,52.4375,52.75,9900
TM,19980402,51.25,51.5,51.0,51.3125,50300
TM,19980403,50.25,50.625,50.0,50.625,46100
TM,19980406,50.375,50.875,50.375,50.625,11900
TM,19980407,50.5,51.0,50.5,50.875,33400
TM,19980408,51.75,53.3125,51.0,52.875,54800
TM,19980409,53.0,54.0,53.0,53.6875,57500
TM,19980413,54.125,54.25,53.875,53.875,21100
TM,19980414,53.875,54.125,53.5,53.625,28300
TM,19980415,53.625,53.625,53.375,53.625,101200
TM,19980416,51.625,51.8125,51.5,51.8125,26500
TM,19980417,51.625,52.125,51.625,51.875,12300
TM,19980420,51.5,52.0,51.5,52.0,20800
TM,19980421,52.5,52.625,52.0,52.625,11600
TM,19980422,52.5,53.125,52.5,52.5625,13200
TM,19980423,52.25,53.0,52.25,53.0,8600
TM,19980424,53.625,53.9375,53.0,53.375,18400
TM,19980427,51.5,52.0625,51.5,52.0,9000
TM,19980428,51.6875,52.0,51.625,51.875,11800
TM,19980429,51.875,52.25,51.8125,52.25,18500
TM,19980430,52.5,52.5,51.9375,52.5,9700
TM,19980501,51.75,52.25,51.75,51.75,5600
TM,19980504,51.75,52.25,51.75,52.25,6100
TM,19980505,52.25,52.25,52.1875,52.1875,2800
TM,19980506,51.5,52.0,51.5,51.6875,6900
TM,19980507,51.5,51.5,50.875,51.25,27100
TM,19980508,51.1875,51.5,50.875,50.9375,16500
TM,19980511,51.75,53.0,51.75,52.75,44900
TM,19980512,52.5,52.5,52.1875,52.1875,24500
TM,19980513,51.375,51.625,51.25,51.625,11200
TM,19980514,51.125,51.625,51.125,51.3125,3200
TM,19980515,51.375,51.375,50.75,50.875,30300
TM,19980518,50.5,50.625,50.5,50.5,3800
TM,19980519,51.0,51.0,50.625,51.0,8200
TM,19980520,50.0,50.25,49.8125,50.25,21100
TM,19980521,51.0625,51.125,51.0,51.0625,8400
TM,19980522,50.875,50.9375,50.5625,50.75,7700
TM,19980526,50.5625,50.875,50.5,50.5,20300
TM,19980527,50.75,50.75,50.5,50.5,5200
TM,19980528,50.25,50.75,50.25,50.75,6600
TM,19980529,50.0,50.0,49.8125,50.0,6800
TM,19980601,48.5,48.625,47.875,47.875,41300
TM,19980602,48.375,48.875,48.375,48.875,24600
TM,19980603,48.875,49.1875,48.875,49.0,10800
TM,19980604,49.125,49.3125,49.125,49.125,7500
TM,19980605,49.0,49.0,48.625,49.0,6000
TM,19980608,48.625,49.0,48.625,48.625,7900
TM,19980609,49.375,49.375,48.8125,49.0,4900
TM,19980610,48.5,49.0,48.4375,49.0,13000
TM,19980611,48.875,49.0,48.0,48.125,37000
TM,19980612,48.5,48.625,48.25,48.3125,14800
TM,19980615,48.375,48.375,48.0,48.125,12500
TM,19980616,48.25,48.5,48.0,48.125,9500
TM,19980617,48.75,51.375,48.75,51.25,25900
TM,19980618,50.3125,50.3125,49.625,50.3125,10800
TM,19980619,50.625,51.375,50.5,50.625,16500
TM,19980622,49.625,49.625,49.0,49.5,19800
TM,19980623,49.125,49.125,49.0,49.125,4400
TM,19980624,48.75,49.25,48.75,49.0625,7100
TM,19980625,49.0,49.25,48.875,48.875,11100
TM,19980626,48.5,48.875,48.5,48.75,3500
TM,19980629,48.625,49.125,48.625,48.8125,10500
TM,19980630,49.25,52.0,49.25,51.875,65600
TM,19980701,52.0,52.4375,52.0,52.4375,74000
TM,19980702,50.0,50.625,49.75,50.3125,16300
TM,19980706,50.5,50.5,50.0,50.0,3000
TM,19980707,51.1875,51.25,50.875,50.875,5500
TM,19980708,51.25,51.3125,50.75,51.3125,8200
TM,19980709,51.0,51.0,50.0,50.625,14200
TM,19980710,49.625,49.875,49.25,49.875,16400
TM,19980713,49.625,49.875,49.625,49.875,7300
TM,19980714,50.0,51.375,50.0,51.375,30500
TM,19980715,51.0,51.0,50.5,50.5,7600
TM,19980716,51.0625,51.0625,50.9375,50.9375,7200
TM,19980717,51.5,51.625,51.0,51.625,41500
TM,19980720,51.625,51.8125,51.375,51.5625,26500
TM,19980721,51.125,51.25,50.5,51.0,14300
TM,19980722,50.375,50.375,49.625,49.875,4900
TM,19980723,50.0,50.0,49.5,49.5,4900
TM,19980724,50.375,50.375,49.75,49.75,31700
TM,19980727,49.5,49.5,49.0,49.0,4600
TM,19980728,49.625,49.625,49.0,49.0,4100
TM,19980729,48.75,49.125,48.6875,48.9375,31700
TM,19980730,49.375,49.375,48.9375,49.125,34100
TM,19980731,49.625,49.625,48.9375,48.9375,3300
TM,19980803,48.6875,49.25,48.5625,48.9375,3400
TM,19980804,48.5625,49.0,48.375,48.375,14700
TM,19980805,48.5,49.0625,48.375,48.375,3300
TM,19980806,48.25,48.3125,48.0,48.0,5200
TM,19980807,47.5,48.125,47.5,48.125,10600
TM,19980810,47.75,47.75,47.0,47.75,18500
TM,19980811,46.5,46.875,46.3125,46.375,19300
TM,19980812,46.75,47.0,46.625,47.0,134500
TM,19980813,46.375,46.5,46.25,46.25,6800
TM,19980814,45.5,46.0,45.375,45.5,16900
TM,19980817,44.625,45.125,44.5,45.125,15600
TM,19980818,45.25,45.5,44.75,45.5,8100
TM,19980819,46.75,46.75,46.0,46.5,3500
TM,19980820,46.8125,47.25,46.8125,47.125,16800
TM,19980821,45.375,46.0,45.15625,45.75,8000
TM,19980824,45.0,45.0,44.25,45.0,2500
TM,19980825,44.75,45.0,44.5,44.75,16900
TM,19980826,44.0,44.125,43.4375,43.5625,7600
TM,19980827,42.75,42.75,42.0,42.0,10700
TM,19980828,41.75,42.0,41.0,41.0,19600
TM,19980831,42.0,42.75,41.875,42.0,12500
TM,19980901,43.5625,44.75,43.5625,44.1875,20600
TM,19980902,43.25,43.75,43.25,43.25,10800
TM,19980903,44.25,44.75,44.0,44.0,13800
TM,19980904,43.9375,44.5625,43.625,43.875,27500
TM,19980908,47.6875,48.375,47.6875,47.6875,122800
TM,19980909,44.5,45.0,44.1875,44.1875,4600
TM,19980910,44.5,44.75,44.375,44.375,3500
TM,19980911,44.0,44.0,43.1875,44.0,8700
TM,19980914,42.0,42.25,41.25,42.25,42400
TM,19980915,42.0,42.125,41.75,42.0,10700
TM,19980916,41.0,41.75,41.0,41.75,11100
TM,19980917,41.0625,41.5,40.9375,40.9375,3100
TM,19980918,42.375,42.375,42.0,42.375,2700
TM,19980921,41.75,41.75,41.25,41.5,12200
TM,19980922,41.75,41.75,41.0,41.25,8000
TM,19980923,41.1875,42.5,41.0625,42.5,62700
TM,19980924,41.75,42.375,41.5625,42.0,10900
TM,19980925,42.25,42.5,42.25,42.5,2300
TM,19980928,44.75,45.25,44.75,44.75,41600
TM,19980929,46.75,46.75,46.125,46.5,20100
TM,19980930,45.625,45.625,44.75,44.875,7900
TM,19981001,44.25,44.25,43.5,43.875,3900
TM,19981002,44.5,44.5,43.75,44.25,4200
TM,19981005,43.5,43.5,42.5625,42.75,6400
TM,19981006,43.75,44.75,43.625,44.0,41600
TM,19981007,44.9375,49.5625,44.9375,48.875,94900
TM,19981008,47.75,47.75,44.875,45.3125,35800
TM,19981009,45.125,46.875,45.0625,46.875,14000
TM,19981012,48.75,49.625,48.75,49.625,16400
TM,19981013,45.5625,46.8125,45.5625,46.8125,16700
TM,19981014,46.5625,47.0,46.0,46.1875,6400
TM,19981015,46.75,49.375,46.75,48.5,40600
TM,19981016,51.25,51.625,50.75,50.875,43000
TM,19981019,52.75,53.0,52.75,52.75,35700
TM,19981020,52.625,53.5,52.625,53.0,49400
TM,19981021,53.375,54.0,53.125,53.375,18000
TM,19981022,50.5,50.875,50.0,50.875,5000
TM,19981023,48.5625,49.25,48.5625,49.0,5500
TM,19981026,48.0,48.0,47.875,48.0,2200
TM,19981027,48.125,48.375,47.84375,48.375,24100
TM,19981028,47.75,48.375,47.75,48.0,5000
TM,19981029,49.875,49.875,49.375,49.5,4300
TM,19981030,48.0,49.0,48.0,48.5,9300
TM,19981102,51.25,53.125,51.25,53.0,50900
TM,19981103,52.25,53.1875,52.25,52.75,7900
TM,19981104,53.25,54.125,53.125,53.125,25200
TM,19981105,51.75,52.75,51.5,52.3125,14900
TM,19981106,50.4375,51.25,50.4375,51.0,3900
TM,19981109,49.75,49.75,48.875,49.25,12800
TM,19981110,48.25,48.25,47.5,48.0,12400
TM,19981111,49.125,49.9375,49.0,49.5,4500
TM,19981112,48.0,48.625,47.6875,48.125,8000
TM,19981113,49.625,49.625,48.875,49.0625,7100
TM,19981116,52.0,52.75,51.9375,51.9375,33900
TM,19981117,52.375,52.375,51.625,52.0,4800
TM,19981118,51.5,51.5,51.1875,51.1875,3100
TM,19981119,50.75,51.375,50.625,51.375,6100
TM,19981120,52.4375,52.875,52.125,52.125,11000
TM,19981123,52.3125,54.0,52.3125,54.0,30900
TM,19981124,53.5,54.0625,53.0625,53.0625,34700
TM,19981125,52.5,53.25,52.5,53.0,2000
TM,19981127,52.375,53.25,52.375,52.375,1900
TM,19981130,51.375,51.375,50.375,50.625,13400
TM,19981201,50.625,51.1875,50.5,51.0625,23500
TM,19981202,50.5,51.0625,50.5,50.625,3100
TM,19981203,50.5,51.0625,50.25,50.5,9500
TM,19981204,50.5,51.25,50.5,51.25,15100
TM,19981207,50.3125,50.3125,49.75,50.0,10900
TM,19981208,51.1875,51.3125,51.0,51.3125,3900
TM,19981209,54.0,54.125,53.125,53.125,30600
TM,19981210,54.5,54.875,54.0,54.0,28500
TM,19981211,51.875,52.625,51.875,51.875,5800
TM,19981214,51.8125,52.625,51.8125,51.875,2300
TM,19981215,51.0,51.5,50.5625,51.375,7200
TM,19981216,50.625,51.125,50.5625,50.5625,6400
TM,19981217,50.75,51.625,50.75,51.0,4100
TM,19981218,52.625,52.625,51.75,52.25,9400
TM,19981221,51.75,52.75,51.75,52.0,23700
TM,19981222,49.875,50.25,49.5,50.25,12900
TM,19981223,49.625,50.5,49.625,50.5,12300
TM,19981224,50.0,50.0,49.375,49.875,1400
TM,19981228,50.5,51.25,50.5,51.25,19000
TM,19981229,53.5,54.0,53.125,53.125,41200
TM,19981230,53.625,53.875,53.25,53.5,25100
TM,19981231,53.875,53.875,53.1875,53.1875,20100
TM,19990104,52.75,53.0,52.4375,52.875,19300
TM,19990105,51.875,52.625,51.875,52.5,32000
TM,19990106,52.1875,52.5625,51.5,52.5625,62100
TM,19990107,53.375,53.375,52.5,52.5,5600
TM,19990108,51.375,52.1875,51.0,52.1875,41800
TM,19990111,51.0,51.1875,50.5,50.5,21700
TM,19990112,49.6875,49.8125,49.0,49.5625,9900
TM,19990113,47.75,47.875,45.9375,47.3125,53800
TM,19990114,47.9375,48.0625,47.25,47.25,30100
TM,19990115,47.75,48.5,47.5,48.5,12300
TM,19990119,49.5,49.5,48.5,49.0,13600
TM,19990120,50.0,50.5,49.875,49.875,23400
TM,19990121,51.75,51.875,51.5,51.5,12000
TM,19990122,49.3125,50.25,49.3125,49.5,11100
TM,19990125,49.5,49.75,49.25,49.375,11000
TM,19990126,50.625,51.25,50.375,51.25,11200
TM,19990127,51.75,52.1875,51.5,51.5,22900
TM,19990128,50.5,51.0,50.5,50.75,15700
TM,19990129,52.25,52.75,52.125,52.5,16700
TM,19990201,52.625,52.625,51.5,51.75,10700
TM,19990202,52.5,52.75,52.25,52.25,7100
TM,19990203,52.21875,52.75,52.0,52.0,3200
TM,19990204,52.0,52.25,51.5,52.0,10200
TM,19990205,52.0,52.75,51.875,52.25,13200
TM,19990208,53.0,53.0,52.25,52.5,9500
TM,19990209,52.5,52.5,51.75,52.0625,10100
TM,19990210,52.0,52.0,51.25,51.75,6000
TM,19990211,52.25,52.25,51.5,51.8125,2600
TM,19990212,52.5,53.0,52.25,52.5,14700
TM,19990216,51.625,51.625,50.875,51.25,17700
TM,19990217,50.5,50.75,50.0625,50.0625,10000
TM,19990218,50.25,50.25,50.0,50.25,2200
TM,19990219,50.25,50.25,49.625,49.625,7100
TM,19990222,51.25,51.25,50.5,51.0,8900
TM,19990223,50.375,50.875,50.125,50.125,113200
TM,19990224,52.0,52.125,51.125,51.5,62800
TM,19990225,50.875,51.625,50.75,51.375,25800
TM,19990226,51.25,52.25,51.25,52.25,4600
TM,19990301,50.875,51.5,50.625,51.5,3700
TM,19990302,49.75,50.25,49.75,50.0,3100
TM,19990303,49.25,49.25,48.75,49.125,12200
TM,19990304,48.9375,48.9375,48.375,48.9375,2700
TM,19990305,51.875,52.25,51.875,52.0,19600
TM,19990308,52.375,53.25,52.375,52.375,21500
TM,19990309,52.625,53.375,52.625,53.375,6800
TM,19990310,53.625,54.0,53.5,54.0,23000
TM,19990311,55.0,56.0,54.5,55.5,36100
TM,19990312,56.0,56.0,55.125,55.125,15600
TM,19990315,57.0,57.75,56.75,57.1875,93700
TM,19990316,58.0,58.0,57.0,57.0,24700
TM,19990317,58.25,58.75,58.0,58.75,42300
TM,19990318,56.0,57.125,55.5,57.125,22300
TM,19990319,57.75,58.0,57.125,57.125,25900
TM,19990322,57.0625,57.125,56.875,57.0,6900
TM,19990323,55.75,55.75,54.25,54.25,20200
TM,19990324,52.375,53.25,52.25,53.0,8900
TM,19990325,53.375,53.875,52.375,53.5,26700
TM,19990326,55.25,56.0,55.0,55.625,22900
TM,19990329,55.25,56.0,55.25,56.0,2700
TM,19990330,55.625,55.875,55.25,55.875,39600
TM,19990331,57.125,58.0,57.125,57.25,17100
TM,19990401,60.5,61.25,60.0625,60.0625,46900
TM,19990405,61.0,61.875,61.0,61.75,26000
TM,19990406,62.0,63.0,62.0,62.75,23700
TM,19990407,62.0,62.3125,62.0,62.25,21300
TM,19990408,62.625,62.625,62.625,62.625,5000
TM,19990409,59.0,59.375,58.625,59.125,13800
TM,19990412,56.8125,57.75,56.625,57.6875,33700
TM,19990413,58.5,59.0625,57.625,58.75,11400
TM,19990414,61.125,61.5,60.75,61.0,20600
TM,19990415,60.0625,60.0625,59.375,59.375,16800
TM,19990416,60.75,61.4375,60.75,60.75,6900
TM,19990419,61.1875,62.84375,61.1875,61.75,28400
TM,19990420,62.5625,63.0,62.5,62.75,7000
TM,19990421,59.125,60.25,58.625,60.25,26600
TM,19990422,59.0,59.5,59.0,59.375,10600
TM,19990423,59.375,59.375,58.5,58.5,4700
TM,19990426,58.5625,59.5,58.5625,59.5,7400
TM,19990427,59.125,60.0625,59.125,60.0625,11700
TM,19990428,59.0625,59.0625,58.125,58.875,9100
TM,19990429,58.125,58.5,58.125,58.125,6800
TM,19990430,57.4375,57.5,56.75,57.25,62700
TM,19990503,57.25,57.375,57.0,57.375,9400
TM,19990504,56.75,57.4375,56.375,57.25,9800
TM,19990505,56.75,57.25,56.75,57.25,5200
TM,19990506,58.625,59.5,58.625,59.25,14300
TM,19990507,58.375,58.375,57.75,57.75,19300
TM,19990510,57.75,57.75,57.25,57.375,5700
TM,19990511,57.5,57.5,56.5,57.0,23700
TM,19990512,57.5,58.375,57.5,58.375,8500
TM,19990513,57.0,57.0,56.625,56.75,10200
TM,19990514,55.25,55.625,54.875,54.875,8400
TM,19990517,54.0,54.0,53.0,53.625,18100
TM,19990518,55.5,55.5,54.6875,55.375,8200
TM,19990519,53.125,53.125,52.375,53.0,19800
TM,19990520,53.0,53.5,53.0,53.5,10600
TM,19990521,53.75,54.125,53.75,54.0,7600
TM,19990524,53.75,54.125,53.375,53.875,12600
TM,19990525,54.5,55.25,54.5,54.875,8000
TM,19990526,54.375,54.5,54.0,54.5,4000
TM,19990527,53.875,54.125,53.5,54.125,6300
TM,19990528,54.0625,54.75,54.0,54.0,24200
TM,19990601,55.5,55.625,54.6875,55.625,7800
TM,19990602,56.90625,57.375,56.4375,57.0,6600
TM,19990603,56.4375,57.0,56.4375,57.0,4900
TM,19990604,56.75,56.75,56.125,56.625,4400
TM,19990607,57.125,58.25,57.125,58.25,20800
TM,19990608,59.0,59.5,58.0,58.75,19000
TM,19990609,60.125,60.5,60.0,60.5,10500
TM,19990610,60.6875,61.5,60.6875,61.25,7200
TM,19990611,61.6875,61.875,61.5625,61.5625,30800
TM,19990614,60.625,61.0625,60.625,60.625,4000
TM,19990615,61.25,62.25,61.25,61.625,15700
TM,19990616,61.875,63.125,61.875,63.0,75700
TM,19990617,62.25,62.75,61.9375,61.9375,10200
TM,19990618,60.4375,60.625,60.3125,60.4375,8100
TM,19990621,60.375,60.4375,60.0,60.0625,8300
TM,19990622,60.75,61.0,60.75,60.75,6000
TM,19990623,60.875,60.875,60.25,60.25,5200
TM,19990624,61.0,61.875,61.0,61.5,8400
TM,19990625,61.5,62.0,61.25,61.25,4100
TM,19990628,61.875,62.625,61.875,61.875,16400
TM,19990629,62.375,63.0,62.375,63.0,5700
TM,19990630,63.25,64.0,63.25,64.0,23200
TM,19990701,64.375,65.0,64.25,65.0,38800
TM,19990702,65.625,66.25,65.625,66.25,18700
TM,19990706,64.125,65.1875,64.0,64.5,139900
TM,19990707,64.75,64.75,64.5,64.5625,8600
TM,19990708,64.75,64.75,64.0625,64.25,2900
TM,19990709,65.25,65.25,64.125,64.75,6200
TM,19990712,66.0,66.0,64.75,65.125,13400
TM,19990713,65.0,65.0,64.75,64.75,11000
TM,19990714,66.25,67.0,66.25,67.0,33600
TM,19990715,67.1875,67.375,66.75,67.3125,106500
TM,19990716,66.5,67.0,66.375,67.0,12300
TM,19990719,67.5,67.6875,66.875,67.5625,3700
TM,19990720,67.0,67.0,66.375,66.375,6500
TM,19990721,66.625,67.5,66.625,66.75,13300
TM,19990722,65.875,66.25,65.5,66.0,29100
TM,19990723,65.0,65.75,64.75,65.75,3000
TM,19990726,65.125,65.625,65.125,65.25,3600
TM,19990727,66.4375,67.625,66.4375,67.625,15500
TM,19990728,67.875,68.0,67.25,68.0,14000
TM,19990729,68.59375,68.6875,67.625,67.625,17300
TM,19990730,69.75,70.0,69.25,70.0,13700
TM,19990802,69.25,69.5,68.9375,69.25,11200
TM,19990803,68.9375,69.0,68.375,68.4375,6900
TM,19990804,68.0,69.0,68.0,68.125,4600
TM,19990805,68.0,68.625,68.0,68.25,7300
TM,19990806,67.0,67.0,66.0,66.125,6700
TM,19990809,65.5,66.0,65.4375,66.0,4800
TM,19990810,65.25,65.25,64.0625,64.46875,15100
TM,19990811,64.75,64.75,64.0625,64.0625,900
TM,19990812,65.0,65.0625,64.5,64.5,7200
TM,19990813,65.1875,65.75,65.0,65.75,10500
TM,19990816,65.75,66.375,65.75,66.375,1700
TM,19990817,66.21875,66.625,65.875,66.25,64600
TM,19990818,66.875,67.3125,66.75,66.75,4700
TM,19990819,67.125,67.75,67.125,67.125,3300
TM,19990820,68.0,69.125,68.0,69.125,7000
TM,19990823,65.8125,67.125,65.8125,67.125,30800
TM,19990824,65.5625,66.125,65.125,66.0,12900
TM,19990825,66.0,67.0,65.5,66.5,32600
TM,19990826,64.0,64.0,62.6875,62.6875,20200
TM,19990827,63.375,63.75,63.0,63.0,12200
TM,19990830,64.375,64.75,63.75,63.75,3600
TM,19990831,61.875,63.0,61.75,62.9375,33000
TM,19990901,63.125,64.0625,63.125,64.0625,74200
TM,19990902,64.0625,64.75,63.75,64.75,14600
TM,19990903,64.0,65.0,63.0625,65.0,18500
TM,19990907,64.75,65.5,64.75,65.25,7600
TM,19990908,63.65625,63.9375,63.125,63.9375,14200
TM,19990909,63.625,64.9375,63.625,64.9375,24600
TM,19990910,62.25,63.5,62.25,63.4375,36600
TM,19990913,65.5,65.5,64.9375,64.9375,11100
TM,19990914,66.0,66.0625,65.5,66.0625,12500
TM,19990915,66.875,67.25,66.0,66.0,11800
TM,19990916,67.75,67.875,66.375,67.125,9600
TM,19990917,67.25,68.0,66.5,67.0,4500
TM,19990920,67.0,68.0,67.0,68.0,2200
TM,19990921,69.0,69.3125,68.0625,68.0625,32400
TM,19990922,65.75,66.5,65.0,66.0,14500
TM,19990923,66.625,66.625,65.75,65.75,1700
TM,19990924,64.125,64.125,63.0,64.125,5200
TM,19990927,63.5,64.0,63.0,63.875,34700
TM,19990928,61.75,62.5625,61.0,62.0,65300
TM,19990929,61.5,61.5,60.75,60.875,205500
TM,19990930,62.75,63.0,62.0,62.375,245500
TM,19991001,65.125,65.125,64.4375,64.4375,180400
TM,19991004,64.6875,64.8125,64.5,64.75,98200
TM,19991005,65.0,65.25,64.5,64.75,106400
TM,19991006,65.9375,66.125,65.5625,66.0625,81700
TM,19991007,66.6875,66.75,66.5625,66.5625,50400
TM,19991008,67.625,67.625,67.4375,67.5625,68500
TM,19991011,67.5625,68.25,67.5,67.875,43700
TM,19991012,66.5,66.5,65.6875,65.75,86200
TM,19991013,65.0,65.0,63.3125,64.1875,101300
TM,19991014,64.5,64.6875,64.125,64.3125,53900
TM,19991015,63.875,64.625,63.875,64.1875,39500
TM,19991018,65.0625,65.25,64.625,64.75,34400
TM,19991019,64.5,65.6875,64.5,65.375,54100
TM,19991020,66.0,66.0,65.625,65.9375,29000
TM,19991021,65.9375,65.9375,65.3125,65.5,10600
TM,19991022,67.375,67.875,67.25,67.75,31900
TM,19991025,67.875,68.1875,67.8125,68.0625,27100
TM,19991026,68.625,69.0,68.625,68.8125,13100
TM,19991027,67.875,67.875,67.5625,67.625,16300
